         23704100 function calls (23682054 primitive calls) in 86.091 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4192(truncnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4253(tukeylambda_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4301(uniform_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4331(vonmises_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4374(wald_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4410(wrapcauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4467(gennorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4531(halfgennorm_gen)
        1    0.005    0.005    0.118    0.118 _continuous_distns.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:50(kstwobign_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:513(betaprime_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:567(bradford_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:617(burr_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:664(fisk_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:711(cauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:755(chi_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:809(chi2_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:857(cosine_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:890(dgamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:942(dweibull_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:996(expon_gen)
        1    0.000    0.000    0.000    0.000 _datasource.py:154(DataSource)
        1    0.000    0.000    0.000    0.000 _datasource.py:35(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:50(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _datasource.py:504(Repository)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(__init__)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _dics.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:209(DifferentialEvolutionSolver)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:137(nbinom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:19(binom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:196(geom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:254(hypergeom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:379(logser_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:427(poisson_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:487(planck_gen)
        1    0.000    0.000    0.013    0.013 _discrete_distns.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:547(boltzmann_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:598(randint_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:663(zipf_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:701(dlaplace_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:749(skellam_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:87(bernoulli_gen)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:1235(rv_continuous)
       89    0.004    0.000    0.112    0.001 _distn_infrastructure.py:1409(__init__)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:2511(rv_discrete)
       13    0.000    0.000    0.012    0.001 _distn_infrastructure.py:2641(__init__)
        2    0.000    0.000    0.001    0.000 _distn_infrastructure.py:3299(get_distribution_names)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:424(rv_frozen)
        1    0.009    0.009    0.099    0.099 _distn_infrastructure.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:583(rv_generic)
      102    0.000    0.000    0.003    0.000 _distn_infrastructure.py:588(__init__)
      102    0.002    0.000    0.024    0.000 _distn_infrastructure.py:623(_construct_argparser)
      102    0.002    0.000    0.087    0.001 _distn_infrastructure.py:703(_construct_doc)
      210    0.000    0.000    0.000    0.000 _distn_infrastructure.py:711(<genexpr>)
        1    0.000    0.000    0.000    0.000 _distr_params.py:3(<module>)
        1    0.003    0.003    0.003    0.003 _dumb_shelve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dumb_shelve.py:13(DbfilenameShelf)
        1    0.003    0.003    0.014    0.014 _ellip_harm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 _error.py:33(ErrorMaker)
        1    0.000    0.000    0.000    0.000 _error.py:4(<module>)
        3    0.000    0.000    0.000    0.000 _error.py:41(__getattr__)
        1    0.000    0.000    0.000    0.000 _error.py:7(Error)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:105(SAXNotRecognizedException)
        1    0.000    0.000    0.000    0.000 _exceptions.py:115(SAXNotSupportedException)
        1    0.000    0.000    0.000    0.000 _exceptions.py:125(SAXReaderNotAvailable)
        1    0.000    0.000    0.000    0.000 _exceptions.py:46(SAXParseException)
        1    0.000    0.000    0.000    0.000 _exceptions.py:9(SAXException)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:284(LazyOperatorNormInfo)
        1    0.000    0.000    0.000    0.000 _fake.py:6(<module>)
        1    0.001    0.001    0.002    0.002 _field_interpolation.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _fortran.py:15(FortranFile)
        1    0.000    0.000    0.000    0.000 _fortran.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _fortran_format_parser.py:171(Token)
        1    0.000    0.000    0.000    0.000 _fortran_format_parser.py:184(Tokenizer)
        1    0.000    0.000    0.000    0.000 _fortran_format_parser.py:226(FortranFormatParser)
        1    0.000    0.000    0.000    0.000 _fortran_format_parser.py:30(BadFortranFormat)
        1    0.000    0.000    0.000    0.000 _fortran_format_parser.py:38(IntFormat)
        1    0.000    0.000    0.000    0.000 _fortran_format_parser.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _fortran_format_parser.py:98(ExpFormat)
        1    0.000    0.000    0.000    0.000 _function_transformer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _function_transformer.py:11(FunctionTransformer)
        1    0.000    0.000    0.000    0.000 _h5io.py:278(_TempDir)
        1    0.000    0.000    0.000    0.000 _h5io.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _hungarian.py:10(<module>)
        1    0.000    0.000    0.000    0.000 _hungarian.py:110(_Hungary)
        1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _import_tools.py:341(PackageLoaderDebug)
        1    0.000    0.000    0.000    0.000 _import_tools.py:9(PackageLoader)
       75    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
       31    0.000    0.000    0.000    0.000 _inspect.py:142(formatargspec)
        3    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
       44    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
       40    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
       40    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
       31    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
       31    0.000    0.000    0.000    0.000 _inspect.py:67(getargs)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
       40    0.000    0.000    0.000    0.000 _inspect.py:98(getargspec)
        1    0.000    0.000    0.000    0.000 _internal.py:196(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:215(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:222(_ctypes)
        1    0.003    0.003    0.013    0.013 _internal.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:154(LineSplitter)
        1    0.000    0.000    0.000    0.000 _iotools.py:250(NameValidator)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:444(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:452(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:460(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:473(StringConverter)
        1    0.000    0.000    0.000    0.000 _laplacian.py:3(<module>)
        1    0.000    0.000    0.002    0.002 _lcmv.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _lead_dots.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _linprog.py:16(<module>)
        1    0.001    0.001    0.001    0.001 _looper.py:19(<module>)
        1    0.000    0.000    0.000    0.000 _looper.py:27(looper)
        1    0.000    0.000    0.000    0.000 _looper.py:49(looper_iter)
        1    0.000    0.000    0.000    0.000 _looper.py:69(loop_pos)
        1    0.001    0.001    0.004    0.004 _make_forward.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:22(SqrtmError)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:6(<module>)
     1341    0.000    0.000    0.000    0.000 _mathtext_data.py:1770(<genexpr>)
        1    0.001    0.001    0.001    0.001 _mathtext_data.py:3(<module>)
        1    0.001    0.001    0.001    0.001 _max_len_seq.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _memory_helpers.py:1(<module>)
       40    0.001    0.000    0.178    0.004 _methods.py:122(_std)
     1429    0.001    0.000    0.003    0.000 _methods.py:25(_amax)
     1427    0.001    0.000    0.006    0.000 _methods.py:28(_amin)
  4954712    1.446    0.000   17.411    0.000 _methods.py:31(_sum)
     2696    0.001    0.000    0.023    0.000 _methods.py:34(_prod)
     5458    0.003    0.000    0.027    0.000 _methods.py:37(_any)
      882    0.001    0.000    0.005    0.000 _methods.py:40(_all)
    12372    0.021    0.000    0.028    0.000 _methods.py:43(_count_reduce_items)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
    12332    0.044    0.000    0.210    0.000 _methods.py:53(_mean)
       40    0.116    0.003    0.177    0.004 _methods.py:76(_var)
        1    0.006    0.006    0.051    0.051 _minimize.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _misc.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _monotone.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _monotone.py:14(PchipInterpolator)
        1    0.000    0.000    0.000    0.000 _monotone.py:214(Akima1DInterpolator)
        1    0.001    0.001    0.006    0.006 _multiprocessing_helpers.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1127(dirichlet_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1198(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1358(dirichlet_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1420(wishart_gen)
        2    0.000    0.000    0.000    0.000 _multivariate.py:1519(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:169(multi_rv_generic)
        5    0.000    0.000    0.000    0.000 _multivariate.py:175(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2019(wishart_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:203(multi_rv_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2151(invwishart_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2250(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:250(multivariate_normal_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2569(invwishart_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:331(__init__)
        1    0.000    0.000    0.003    0.003 _multivariate.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:557(multivariate_normal_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:667(matrix_normal_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:767(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:98(_PSD)
        1    0.000    0.000    0.000    0.000 _multivariate.py:988(matrix_normal_frozen)
        1    0.000    0.000    0.000    0.000 _ni_support.py:31(<module>)
        1    0.000    0.000    0.000    0.000 _norm.py:3(<module>)
        1    0.001    0.001    0.001    0.001 _numdiff.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:103(ode)
        1    0.000    0.000    0.000    0.000 _ode.py:1051(dop853)
        1    0.001    0.001    0.001    0.001 _ode.py:1102(lsoda)
        1    0.003    0.003    0.005    0.005 _ode.py:39(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:475(complex_ode)
        1    0.000    0.000    0.000    0.000 _ode.py:618(IntegratorConcurrencyError)
        1    0.000    0.000    0.000    0.000 _ode.py:632(IntegratorBase)
        1    0.000    0.000    0.000    0.000 _ode.py:694(vode)
        1    0.000    0.000    0.000    0.000 _ode.py:894(zvode)
        1    0.000    0.000    0.000    0.000 _ode.py:966(dopri5)
        2    0.000    0.000    0.000    0.000 _onenormest.py:109(_blocked_elementwise)
        1    0.000    0.000    0.000    0.000 _onenormest.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:172(AddrlistClass)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:452(AddressList)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _past.py:14(<module>)
      308    0.002    0.000    0.015    0.000 _past.py:19(previous_api)
     3150    0.004    0.000    0.244    0.000 _past.py:33(oldfunc)
       47    0.000    0.000    0.000    0.000 _past.py:41(previous_api_property)
       36    0.021    0.001    0.036    0.001 _peak_finding.py:16(_boolrelextrema)
       36    0.000    0.000    0.036    0.001 _peak_finding.py:180(argrelextrema)
        1    0.000    0.000    0.000    0.000 _peak_finding.py:3(<module>)
        1    0.000    0.000    0.001    0.001 _plotutils.py:1(<module>)
        1    0.003    0.003    0.003    0.003 _pluggy.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _procrustes.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _procrustes.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _py2traceback.py:5(<module>)
        6    0.000    0.000    0.000    0.000 _pylab_helpers.py:119(get_active)
        2    0.000    0.000    0.000    0.000 _pylab_helpers.py:129(set_active)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:17(Gcf)
        1    0.003    0.003    0.003    0.003 _pylab_helpers.py:3(<module>)
        2    0.000    0.000    0.000    0.000 _pylab_helpers.py:38(get_fig_manager)
        1    0.000    0.000    0.000    0.000 _rap_music.py:3(<module>)
        1    0.003    0.003    0.020    0.020 _root.py:7(<module>)
        1    0.002    0.002    0.015    0.015 _savitzky_golay.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spectral.py:13(_NoConvergence)
        1    0.000    0.000    0.000    0.000 _spectral.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _stats_mstats_common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _stockwell.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _strptime.py:105(__calc_am_pm)
        1    0.000    0.000    0.000    0.000 _strptime.py:117(__calc_date_time)
        1    0.000    0.000    0.001    0.001 _strptime.py:12(<module>)
        1    0.000    0.000    0.000    0.000 _strptime.py:162(__calc_timezone)
        1    0.000    0.000    0.000    0.000 _strptime.py:180(TimeRE)
        1    0.000    0.000    0.001    0.001 _strptime.py:183(__init__)
        5    0.000    0.000    0.000    0.000 _strptime.py:216(<genexpr>)
        6    0.000    0.000    0.000    0.000 _strptime.py:225(__seqToRE)
       50    0.000    0.000    0.000    0.000 _strptime.py:240(<genexpr>)
        4    0.000    0.000    0.000    0.000 _strptime.py:244(pattern)
        1    0.000    0.000    0.000    0.000 _strptime.py:267(compile)
        3    0.000    0.000    0.000    0.000 _strptime.py:27(_getlang)
        1    0.000    0.000    0.000    0.000 _strptime.py:299(_strptime)
        1    0.000    0.000    0.000    0.000 _strptime.py:31(LocaleTime)
        1    0.000    0.000    0.001    0.001 _strptime.py:50(__init__)
        1    0.000    0.000    0.000    0.000 _strptime.py:90(__calc_weekday)
        1    0.000    0.000    0.000    0.000 _strptime.py:98(__calc_month)
     1314    0.000    0.000    0.000    0.000 _structures.py:33(__neg__)
        1    0.000    0.000    0.000    0.000 _structures.py:39(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 _structures.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _structures.py:7(Infinity)
        1    0.003    0.003    0.072    0.072 _subplots.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _subplots.py:101(get_subplotspec)
        2    0.000    0.000    0.000    0.000 _subplots.py:109(update_params)
        1    0.000    0.000    0.000    0.000 _subplots.py:16(SubplotBase)
        3    0.000    0.000    0.000    0.000 _subplots.py:160(subplot_class_factory)
        1    0.000    0.000    0.000    0.000 _subplots.py:182(_PicklableSubplotClassConstructor)
        2    0.000    0.000    0.122    0.061 _subplots.py:23(__init__)
        1    0.000    0.000    0.000    0.000 _testing.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion.py:14(BaseQuadraticSubproblem)
        1    0.001    0.001    0.001    0.001 _trustregion_dogleg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:40(DoglegSubproblem)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:44(CGSteihaugSubproblem)
        1    0.000    0.000    0.000    0.000 _tukeylambda_stats.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _util.py:105(__init__)
      107    0.000    0.000    0.000    0.000 _util.py:122(check_random_state)
        1    0.000    0.000    0.000    0.000 _util.py:22(deferred_error)
      313    0.001    0.000    0.006    0.000 _util.py:267(getargspec_no_self)
        1    0.000    0.000    0.000    0.000 _util.py:87(DeprecatedImport)
        1    0.001    0.001    0.001    0.001 _utils.py:1(<module>)
      321    0.001    0.000    0.026    0.000 _utils.py:8(_cd)
        1    0.001    0.001    0.001    0.001 _validation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _version.py:114(_compare)
        1    0.000    0.000    0.000    0.000 _version.py:136(__lt__)
        1    0.000    0.000    0.000    0.000 _version.py:148(__gt__)
        2    0.000    0.000    0.000    0.000 _version.py:151(__ge__)
        1    0.000    0.000    0.000    0.000 _version.py:17(NumpyVersion)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        3    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        8    0.000    0.000    0.002    0.000 _version.py:55(__init__)
        5    0.007    0.001    0.021    0.004 _version.py:7(<module>)
        4    0.000    0.000    0.000    0.000 _version.py:78(_compare_version)
      493    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
      493    0.001    0.000    0.001    0.000 _weakrefset.py:20(__enter__)
      493    0.001    0.000    0.001    0.000 _weakrefset.py:26(__exit__)
      532    0.003    0.000    0.003    0.000 _weakrefset.py:36(__init__)
       88    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
      209    0.000    0.000    0.001    0.000 _weakrefset.py:58(__iter__)
      871    0.001    0.000    0.001    0.000 _weakrefset.py:70(__contains__)
      117    0.000    0.000    0.000    0.000 _weakrefset.py:83(add)
        1    0.000    0.000    0.000    0.000 _xmlgen.py:102(SimpleUnicodeVisitor)
       11    0.000    0.000    0.000    0.000 _xmlgen.py:17(u)
        1    0.000    0.000    0.000    0.000 _xmlgen.py:210(HtmlVisitor)
        1    0.000    0.000    0.000    0.000 _xmlgen.py:22(NamespaceMetaclass)
        1    0.000    0.000    0.000    0.000 _xmlgen.py:234(_escape)
        1    0.000    0.000    0.000    0.000 _xmlgen.py:235(__init__)
        1    0.000    0.000    0.000    0.000 _xmlgen.py:38(Tag)
        1    0.000    0.000    0.000    0.000 _xmlgen.py:39(Attr)
        1    0.000    0.000    0.001    0.001 _xmlgen.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _xmlgen.py:66(HtmlTag)
        1    0.000    0.000    0.000    0.000 _xmlgen.py:73(html)
        1    0.000    0.000    0.000    0.000 _xmlgen.py:89(Style)
        1    0.000    0.000    0.000    0.000 _xmlgen.py:96(raw)
       26    0.000    0.000    0.002    0.000 abc.py:105(register)
      667    0.001    0.000    0.003    0.000 abc.py:128(__instancecheck__)
   108/51    0.001    0.000    0.003    0.000 abc.py:148(__subclasscheck__)
       81    0.000    0.000    0.000    0.000 abc.py:15(abstractmethod)
      155    0.003    0.000    0.014    0.000 abc.py:86(__new__)
      245    0.001    0.000    0.002    0.000 abc.py:89(<genexpr>)
        1    0.000    0.000    0.000    0.000 accelerate_tools.py:9(<module>)
        1    0.002    0.002    0.018    0.018 acceleration.py:3(<module>)
        1    0.000    0.000    0.000    0.000 acl.py:124(Grant)
        1    0.000    0.000    0.000    0.000 acl.py:129(Entries)
        1    0.000    0.000    0.000    0.000 acl.py:168(Entry)
        2    0.001    0.001    0.001    0.001 acl.py:22(<module>)
        1    0.000    0.000    0.000    0.000 acl.py:226(Scope)
        1    0.000    0.000    0.000    0.000 acl.py:31(Policy)
        1    0.000    0.000    0.000    0.000 acl.py:55(ACL)
        1    0.000    0.000    0.000    0.000 acl.py:85(ACL)
        1    0.000    0.000    0.002    0.002 add.py:1(<module>)
        1    0.000    0.000    0.000    0.000 add.py:16(_addsort)
        1    0.000    0.000    0.002    0.002 add.py:68(Add)
        1    0.000    0.000    0.000    0.000 add.py:74(flatten)
        1    0.002    0.002    0.125    0.125 add_newdocs.py:10(<module>)
        1    0.000    0.000    0.001    0.001 adjoint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 adjoint.py:9(Adjoint)
        1    0.002    0.002    0.003    0.003 afm.py:34(<module>)
        1    0.000    0.000    0.000    0.000 afm.py:341(AFM)
        1    0.000    0.000    0.000    0.000 algebraicfield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 algebraicfield.py:14(AlgebraicField)
        1    0.000    0.000    0.000    0.000 algorithms.py:4(<module>)
        1    0.000    0.000    0.000    0.000 align.py:2(<module>)
        1    0.000    0.000    0.000    0.000 align.py:43(_filter_special_cases)
        1    0.001    0.001    0.004    0.004 alpha.py:3(<module>)
        1    0.000    0.000    0.000    0.000 alphabets.py:1(<module>)
        1    0.001    0.001    0.001    0.001 alphaomegaio.py:26(<module>)
        1    0.000    0.000    0.000    0.000 alphaomegaio.py:683(HeaderReader)
        1    0.000    0.000    0.000    0.000 alphaomegaio.py:89(AlphaOmegaIO)
        3    0.000    0.000    0.000    0.000 analogsignal.py:155(__array_finalize__)
        2    0.000    0.000    0.000    0.000 analogsignal.py:221(sampling_rate)
        3    0.000    0.000    0.000    0.000 analogsignal.py:230(sampling_rate)
        1    0.000    0.000    0.000    0.000 analogsignal.py:24(<module>)
        1    0.000    0.000    0.000    0.000 analogsignal.py:263(t_start)
        3    0.000    0.000    0.000    0.000 analogsignal.py:270(t_start)
        1    0.002    0.002    0.402    0.402 analogsignal.py:297(times)
        3    0.000    0.000    0.000    0.000 analogsignal.py:35(_get_sampling_rate)
        1    0.000    0.000    0.000    0.000 analogsignal.py:455(AnalogSignal)
        1    0.000    0.000    0.000    0.000 analogsignal.py:70(BaseAnalogSignal)
        3    0.005    0.002    1.932    0.644 analogsignalarray.py:132(__new__)
        3    0.000    0.000    0.000    0.000 analogsignalarray.py:160(__init__)
        1    0.000    0.000    0.000    0.000 analogsignalarray.py:20(<module>)
        1    0.000    0.000    0.000    0.000 analogsignalarray.py:37(AnalogSignalArray)
        1    0.000    0.000    0.002    0.002 angle.py:3(<module>)
        1    0.000    0.000    0.000    0.000 annotations.py:13(Annotations)
        1    0.000    0.000    0.000    0.000 annotations.py:5(<module>)
        2    0.009    0.004    0.022    0.011 api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 api.py:18(FFIError)
        1    0.000    0.000    0.000    0.000 api.py:21(CDefError)
        5    0.022    0.004    0.065    0.013 api.py:3(<module>)
        1    0.000    0.000    0.000    0.000 api.py:30(FFI)
        1    0.005    0.005    0.140    0.140 api.py:5(<module>)
        1    0.000    0.000    0.000    0.000 app.py:12(App)
        1    0.000    0.000    0.000    0.000 app.py:9(<module>)
        1    0.000    0.000    0.000    0.000 approximants.py:1(<module>)
       21    0.000    0.000    0.000    0.000 approximatecomparisons.py:106(is_within_absolute_tolerance)
        1    0.000    0.000    0.000    0.000 approximatecomparisons.py:67(<module>)
        1    0.000    0.000    0.000    0.000 approximation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 archive_util.py:4(<module>)
        1    0.000    0.000    0.002    0.002 area.py:2(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1000(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1025(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1027(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1109(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:112(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:1153(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:1180(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 argparse.py:147(HelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:1484(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1518(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1538(ArgumentParser)
        1    0.000    0.000    0.000    0.000 argparse.py:197(_Section)
        1    0.000    0.000    0.001    0.001 argparse.py:62(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:629(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:640(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:651(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:685(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:705(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 argparse.py:714(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:805(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:840(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:863(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:880(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:897(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:934(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:960(_CountAction)
        1    0.000    0.000    0.000    0.000 argparse.py:981(_HelpAction)
        1    0.000    0.000    0.000    0.000 arpack.py:13(<module>)
